target_split,source_split,relative_path,source_name,sequence_index,sequence_group,D00,D10,D20,D40
train,train,China_MotorBike_000473.jpg,China_MotorBike,473,China_MotorBike:000004,0,0,0,1
train,train,China_MotorBike_000474.jpg,China_MotorBike,474,China_MotorBike:000004,1,1,0,0
train,val,China_MotorBike_000475.jpg,China_MotorBike,475,China_MotorBike:000004,4,0,0,0
train,train,China_MotorBike_000476.jpg,China_MotorBike,476,China_MotorBike:000004,1,1,0,0
train,train,China_MotorBike_000477.jpg,China_MotorBike,477,China_MotorBike:000004,1,0,0,0
train,train,China_MotorBike_000478.jpg,China_MotorBike,478,China_MotorBike:000004,0,1,0,0
train,train,China_MotorBike_000479.jpg,China_MotorBike,479,China_MotorBike:000004,0,1,0,0
train,train,China_MotorBike_000480.jpg,China_MotorBike,480,China_MotorBike:000004,1,0,2,0
train,train,China_MotorBike_000481.jpg,China_MotorBike,481,China_MotorBike:000004,0,2,0,0
train,train,China_MotorBike_000482.jpg,China_MotorBike,482,China_MotorBike:000004,0,0,0,2
train,train,China_MotorBike_000483.jpg,China_MotorBike,483,China_MotorBike:000004,1,0,0,0
train,train,China_MotorBike_000484.jpg,China_MotorBike,484,China_MotorBike:000004,0,0,1,0
train,train,China_MotorBike_000485.jpg,China_MotorBike,485,China_MotorBike:000004,3,0,0,0
train,train,China_MotorBike_000486.jpg,China_MotorBike,486,China_MotorBike:000004,1,0,0,0
train,val,China_MotorBike_000487.jpg,China_MotorBike,487,China_MotorBike:000004,1,0,0,0
train,train,China_MotorBike_000488.jpg,China_MotorBike,488,China_MotorBike:000004,0,1,0,0
train,train,China_MotorBike_000489.jpg,China_MotorBike,489,China_MotorBike:000004,3,0,0,0
train,train,China_MotorBike_000490.jpg,China_MotorBike,490,China_MotorBike:000004,0,2,0,0
train,val,China_MotorBike_000491.jpg,China_MotorBike,491,China_MotorBike:000004,1,1,0,0
train,train,China_MotorBike_000492.jpg,China_MotorBike,492,China_MotorBike:000004,1,0,1,0
train,train,China_MotorBike_000493.jpg,China_MotorBike,493,China_MotorBike:000004,1,0,0,0
train,train,China_MotorBike_000494.jpg,China_MotorBike,494,China_MotorBike:000004,2,0,0,0
train,train,China_MotorBike_000495.jpg,China_MotorBike,495,China_MotorBike:000004,1,0,2,1
train,train,China_MotorBike_000496.jpg,China_MotorBike,496,China_MotorBike:000004,1,1,0,0
train,train,China_MotorBike_000497.jpg,China_MotorBike,497,China_MotorBike:000004,2,0,0,0
train,train,China_MotorBike_000498.jpg,China_MotorBike,498,China_MotorBike:000004,0,0,2,0
train,train,China_MotorBike_000499.jpg,China_MotorBike,499,China_MotorBike:000004,0,2,0,0
train,train,China_MotorBike_000300.jpg,China_MotorBike,300,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000301.jpg,China_MotorBike,301,China_MotorBike:000003,2,0,0,0
train,train,China_MotorBike_000302.jpg,China_MotorBike,302,China_MotorBike:000003,0,1,0,0
train,train,China_MotorBike_000303.jpg,China_MotorBike,303,China_MotorBike:000003,2,2,0,0
train,train,China_MotorBike_000304.jpg,China_MotorBike,304,China_MotorBike:000003,0,0,0,2
train,train,China_MotorBike_000305.jpg,China_MotorBike,305,China_MotorBike:000003,0,4,0,0
train,train,China_MotorBike_000306.jpg,China_MotorBike,306,China_MotorBike:000003,1,1,0,0
train,train,China_MotorBike_000307.jpg,China_MotorBike,307,China_MotorBike:000003,1,0,1,0
train,val,China_MotorBike_000308.jpg,China_MotorBike,308,China_MotorBike:000003,0,1,0,0
train,train,China_MotorBike_000309.jpg,China_MotorBike,309,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000310.jpg,China_MotorBike,310,China_MotorBike:000003,2,1,0,0
train,train,China_MotorBike_000311.jpg,China_MotorBike,311,China_MotorBike:000003,1,0,0,0
train,val,China_MotorBike_000312.jpg,China_MotorBike,312,China_MotorBike:000003,5,2,0,0
train,train,China_MotorBike_000313.jpg,China_MotorBike,313,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000314.jpg,China_MotorBike,314,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000315.jpg,China_MotorBike,315,China_MotorBike:000003,0,1,0,0
train,train,China_MotorBike_000316.jpg,China_MotorBike,316,China_MotorBike:000003,1,0,1,0
train,val,China_MotorBike_000317.jpg,China_MotorBike,317,China_MotorBike:000003,0,0,1,0
train,train,China_MotorBike_000318.jpg,China_MotorBike,318,China_MotorBike:000003,1,0,2,0
train,train,China_MotorBike_000319.jpg,China_MotorBike,319,China_MotorBike:000003,4,2,0,0
train,train,China_MotorBike_000320.jpg,China_MotorBike,320,China_MotorBike:000003,3,0,0,0
train,train,China_MotorBike_000321.jpg,China_MotorBike,321,China_MotorBike:000003,0,2,0,0
train,train,China_MotorBike_000322.jpg,China_MotorBike,322,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000323.jpg,China_MotorBike,323,China_MotorBike:000003,1,0,1,0
train,val,China_MotorBike_000324.jpg,China_MotorBike,324,China_MotorBike:000003,0,1,0,0
train,val,China_MotorBike_000325.jpg,China_MotorBike,325,China_MotorBike:000003,0,0,1,0
train,train,China_MotorBike_000326.jpg,China_MotorBike,326,China_MotorBike:000003,0,3,0,0
train,train,China_MotorBike_000327.jpg,China_MotorBike,327,China_MotorBike:000003,2,0,0,0
train,train,China_MotorBike_000328.jpg,China_MotorBike,328,China_MotorBike:000003,0,0,0,2
train,val,China_MotorBike_000329.jpg,China_MotorBike,329,China_MotorBike:000003,1,0,2,0
train,train,China_MotorBike_000330.jpg,China_MotorBike,330,China_MotorBike:000003,1,0,0,0
train,val,China_MotorBike_000331.jpg,China_MotorBike,331,China_MotorBike:000003,4,0,0,0
train,train,China_MotorBike_000332.jpg,China_MotorBike,332,China_MotorBike:000003,2,2,0,0
train,train,China_MotorBike_000333.jpg,China_MotorBike,333,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000334.jpg,China_MotorBike,334,China_MotorBike:000003,1,1,0,0
train,train,China_MotorBike_000335.jpg,China_MotorBike,335,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000336.jpg,China_MotorBike,336,China_MotorBike:000003,1,3,1,2
train,train,China_MotorBike_000337.jpg,China_MotorBike,337,China_MotorBike:000003,3,0,0,1
train,train,China_MotorBike_000338.jpg,China_MotorBike,338,China_MotorBike:000003,4,0,0,0
train,train,China_MotorBike_000339.jpg,China_MotorBike,339,China_MotorBike:000003,4,2,0,0
train,train,China_MotorBike_000340.jpg,China_MotorBike,340,China_MotorBike:000003,0,0,1,0
train,train,China_MotorBike_000341.jpg,China_MotorBike,341,China_MotorBike:000003,1,1,1,0
train,train,China_MotorBike_000342.jpg,China_MotorBike,342,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000343.jpg,China_MotorBike,343,China_MotorBike:000003,1,0,2,1
train,train,China_MotorBike_000344.jpg,China_MotorBike,344,China_MotorBike:000003,0,1,0,0
train,train,China_MotorBike_000345.jpg,China_MotorBike,345,China_MotorBike:000003,0,0,1,0
train,train,China_MotorBike_000346.jpg,China_MotorBike,346,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000347.jpg,China_MotorBike,347,China_MotorBike:000003,0,2,0,0
train,train,China_MotorBike_000348.jpg,China_MotorBike,348,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000349.jpg,China_MotorBike,349,China_MotorBike:000003,6,3,0,0
train,val,China_MotorBike_000350.jpg,China_MotorBike,350,China_MotorBike:000003,0,1,0,0
train,train,China_MotorBike_000351.jpg,China_MotorBike,351,China_MotorBike:000003,0,1,0,0
train,train,China_MotorBike_000352.jpg,China_MotorBike,352,China_MotorBike:000003,1,2,0,0
train,train,China_MotorBike_000353.jpg,China_MotorBike,353,China_MotorBike:000003,0,0,1,0
train,val,China_MotorBike_000354.jpg,China_MotorBike,354,China_MotorBike:000003,1,1,0,0
train,train,China_MotorBike_000355.jpg,China_MotorBike,355,China_MotorBike:000003,0,0,0,1
train,val,China_MotorBike_000356.jpg,China_MotorBike,356,China_MotorBike:000003,2,0,1,0
train,val,China_MotorBike_000357.jpg,China_MotorBike,357,China_MotorBike:000003,2,2,0,1
train,train,China_MotorBike_000358.jpg,China_MotorBike,358,China_MotorBike:000003,0,1,0,0
train,train,China_MotorBike_000359.jpg,China_MotorBike,359,China_MotorBike:000003,1,1,0,0
train,train,China_MotorBike_000360.jpg,China_MotorBike,360,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000361.jpg,China_MotorBike,361,China_MotorBike:000003,2,1,0,0
train,train,China_MotorBike_000362.jpg,China_MotorBike,362,China_MotorBike:000003,2,1,2,0
train,train,China_MotorBike_000363.jpg,China_MotorBike,363,China_MotorBike:000003,0,0,0,1
train,train,China_MotorBike_000364.jpg,China_MotorBike,364,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000365.jpg,China_MotorBike,365,China_MotorBike:000003,1,0,1,0
train,train,China_MotorBike_000366.jpg,China_MotorBike,366,China_MotorBike:000003,0,0,0,0
train,train,China_MotorBike_000367.jpg,China_MotorBike,367,China_MotorBike:000003,4,1,0,0
train,train,China_MotorBike_000368.jpg,China_MotorBike,368,China_MotorBike:000003,0,4,0,0
train,train,China_MotorBike_000369.jpg,China_MotorBike,369,China_MotorBike:000003,1,1,0,0
train,train,China_MotorBike_000370.jpg,China_MotorBike,370,China_MotorBike:000003,2,0,0,0
train,train,China_MotorBike_000371.jpg,China_MotorBike,371,China_MotorBike:000003,1,1,0,0
train,val,China_MotorBike_000372.jpg,China_MotorBike,372,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000373.jpg,China_MotorBike,373,China_MotorBike:000003,0,1,1,0
train,train,China_MotorBike_000374.jpg,China_MotorBike,374,China_MotorBike:000003,3,0,0,0
train,train,China_MotorBike_000375.jpg,China_MotorBike,375,China_MotorBike:000003,1,1,0,0
train,train,China_MotorBike_000376.jpg,China_MotorBike,376,China_MotorBike:000003,3,0,0,0
train,train,China_MotorBike_000377.jpg,China_MotorBike,377,China_MotorBike:000003,0,2,0,0
train,train,China_MotorBike_000378.jpg,China_MotorBike,378,China_MotorBike:000003,2,0,0,0
train,train,China_MotorBike_000379.jpg,China_MotorBike,379,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000380.jpg,China_MotorBike,380,China_MotorBike:000003,1,2,0,0
train,train,China_MotorBike_000381.jpg,China_MotorBike,381,China_MotorBike:000003,2,0,0,0
train,train,China_MotorBike_000382.jpg,China_MotorBike,382,China_MotorBike:000003,1,2,0,0
train,val,China_MotorBike_000383.jpg,China_MotorBike,383,China_MotorBike:000003,0,0,2,0
train,train,China_MotorBike_000384.jpg,China_MotorBike,384,China_MotorBike:000003,0,0,1,0
train,train,China_MotorBike_000385.jpg,China_MotorBike,385,China_MotorBike:000003,1,0,0,0
train,val,China_MotorBike_000386.jpg,China_MotorBike,386,China_MotorBike:000003,1,1,0,0
train,train,China_MotorBike_000387.jpg,China_MotorBike,387,China_MotorBike:000003,0,0,1,0
train,val,China_MotorBike_000388.jpg,China_MotorBike,388,China_MotorBike:000003,1,1,0,0
train,train,China_MotorBike_000389.jpg,China_MotorBike,389,China_MotorBike:000003,1,0,1,0
train,train,China_MotorBike_000390.jpg,China_MotorBike,390,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000391.jpg,China_MotorBike,391,China_MotorBike:000003,1,0,1,0
train,train,China_MotorBike_000392.jpg,China_MotorBike,392,China_MotorBike:000003,0,0,1,0
train,train,China_MotorBike_000393.jpg,China_MotorBike,393,China_MotorBike:000003,2,0,0,0
train,train,China_MotorBike_000394.jpg,China_MotorBike,394,China_MotorBike:000003,0,0,0,1
train,val,China_MotorBike_000395.jpg,China_MotorBike,395,China_MotorBike:000003,1,0,2,0
train,train,China_MotorBike_000396.jpg,China_MotorBike,396,China_MotorBike:000003,2,0,0,0
train,train,China_MotorBike_000397.jpg,China_MotorBike,397,China_MotorBike:000003,3,0,1,0
train,train,China_MotorBike_000398.jpg,China_MotorBike,398,China_MotorBike:000003,1,0,0,0
train,train,China_MotorBike_000399.jpg,China_MotorBike,399,China_MotorBike:000003,1,0,1,0
train,train,China_MotorBike_001200.jpg,China_MotorBike,1200,China_MotorBike:000012,4,0,0,0
train,train,China_MotorBike_001201.jpg,China_MotorBike,1201,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001202.jpg,China_MotorBike,1202,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001203.jpg,China_MotorBike,1203,China_MotorBike:000012,1,0,1,0
train,val,China_MotorBike_001204.jpg,China_MotorBike,1204,China_MotorBike:000012,2,0,2,1
train,train,China_MotorBike_001205.jpg,China_MotorBike,1205,China_MotorBike:000012,1,1,0,0
train,val,China_MotorBike_001206.jpg,China_MotorBike,1206,China_MotorBike:000012,3,0,0,0
train,train,China_MotorBike_001207.jpg,China_MotorBike,1207,China_MotorBike:000012,2,0,0,0
train,train,China_MotorBike_001208.jpg,China_MotorBike,1208,China_MotorBike:000012,1,1,1,0
train,train,China_MotorBike_001209.jpg,China_MotorBike,1209,China_MotorBike:000012,1,0,2,0
train,train,China_MotorBike_001210.jpg,China_MotorBike,1210,China_MotorBike:000012,0,1,0,0
train,train,China_MotorBike_001211.jpg,China_MotorBike,1211,China_MotorBike:000012,3,0,0,0
train,val,China_MotorBike_001212.jpg,China_MotorBike,1212,China_MotorBike:000012,0,2,0,0
train,train,China_MotorBike_001213.jpg,China_MotorBike,1213,China_MotorBike:000012,2,2,0,0
train,train,China_MotorBike_001214.jpg,China_MotorBike,1214,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001215.jpg,China_MotorBike,1215,China_MotorBike:000012,0,1,1,0
train,train,China_MotorBike_001216.jpg,China_MotorBike,1216,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001217.jpg,China_MotorBike,1217,China_MotorBike:000012,0,0,0,2
train,train,China_MotorBike_001218.jpg,China_MotorBike,1218,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001219.jpg,China_MotorBike,1219,China_MotorBike:000012,4,0,0,0
train,train,China_MotorBike_001220.jpg,China_MotorBike,1220,China_MotorBike:000012,3,0,0,0
train,train,China_MotorBike_001221.jpg,China_MotorBike,1221,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001222.jpg,China_MotorBike,1222,China_MotorBike:000012,0,1,0,0
train,train,China_MotorBike_001223.jpg,China_MotorBike,1223,China_MotorBike:000012,1,0,2,0
train,train,China_MotorBike_001224.jpg,China_MotorBike,1224,China_MotorBike:000012,1,1,1,0
train,train,China_MotorBike_001225.jpg,China_MotorBike,1225,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001226.jpg,China_MotorBike,1226,China_MotorBike:000012,3,0,0,0
train,train,China_MotorBike_001227.jpg,China_MotorBike,1227,China_MotorBike:000012,2,1,0,0
train,train,China_MotorBike_001228.jpg,China_MotorBike,1228,China_MotorBike:000012,4,0,0,0
train,train,China_MotorBike_001229.jpg,China_MotorBike,1229,China_MotorBike:000012,1,0,1,0
train,train,China_MotorBike_001230.jpg,China_MotorBike,1230,China_MotorBike:000012,6,0,0,0
train,train,China_MotorBike_001231.jpg,China_MotorBike,1231,China_MotorBike:000012,1,0,2,0
train,train,China_MotorBike_001232.jpg,China_MotorBike,1232,China_MotorBike:000012,0,2,0,0
train,train,China_MotorBike_001233.jpg,China_MotorBike,1233,China_MotorBike:000012,1,2,0,1
train,val,China_MotorBike_001234.jpg,China_MotorBike,1234,China_MotorBike:000012,0,0,1,0
train,train,China_MotorBike_001235.jpg,China_MotorBike,1235,China_MotorBike:000012,4,0,0,0
train,train,China_MotorBike_001236.jpg,China_MotorBike,1236,China_MotorBike:000012,0,0,0,2
train,train,China_MotorBike_001237.jpg,China_MotorBike,1237,China_MotorBike:000012,0,0,2,0
train,train,China_MotorBike_001238.jpg,China_MotorBike,1238,China_MotorBike:000012,3,1,0,0
train,train,China_MotorBike_001239.jpg,China_MotorBike,1239,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001240.jpg,China_MotorBike,1240,China_MotorBike:000012,0,0,1,0
train,train,China_MotorBike_001241.jpg,China_MotorBike,1241,China_MotorBike:000012,4,2,0,0
train,train,China_MotorBike_001242.jpg,China_MotorBike,1242,China_MotorBike:000012,1,1,0,0
train,train,China_MotorBike_001243.jpg,China_MotorBike,1243,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001244.jpg,China_MotorBike,1244,China_MotorBike:000012,2,0,1,0
train,train,China_MotorBike_001245.jpg,China_MotorBike,1245,China_MotorBike:000012,1,0,1,0
train,train,China_MotorBike_001246.jpg,China_MotorBike,1246,China_MotorBike:000012,1,2,0,2
train,train,China_MotorBike_001247.jpg,China_MotorBike,1247,China_MotorBike:000012,2,0,0,0
train,train,China_MotorBike_001248.jpg,China_MotorBike,1248,China_MotorBike:000012,0,1,0,0
train,train,China_MotorBike_001249.jpg,China_MotorBike,1249,China_MotorBike:000012,2,0,0,0
train,val,China_MotorBike_001250.jpg,China_MotorBike,1250,China_MotorBike:000012,2,1,0,0
train,train,China_MotorBike_001251.jpg,China_MotorBike,1251,China_MotorBike:000012,2,1,0,0
train,train,China_MotorBike_001252.jpg,China_MotorBike,1252,China_MotorBike:000012,2,0,0,0
train,train,China_MotorBike_001253.jpg,China_MotorBike,1253,China_MotorBike:000012,1,1,1,0
train,train,China_MotorBike_001254.jpg,China_MotorBike,1254,China_MotorBike:000012,4,1,0,0
train,train,China_MotorBike_001255.jpg,China_MotorBike,1255,China_MotorBike:000012,1,0,0,0
train,val,China_MotorBike_001256.jpg,China_MotorBike,1256,China_MotorBike:000012,0,0,1,0
train,train,China_MotorBike_001257.jpg,China_MotorBike,1257,China_MotorBike:000012,5,2,0,0
train,train,China_MotorBike_001258.jpg,China_MotorBike,1258,China_MotorBike:000012,4,0,0,0
train,train,China_MotorBike_001259.jpg,China_MotorBike,1259,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001260.jpg,China_MotorBike,1260,China_MotorBike:000012,2,2,0,0
train,train,China_MotorBike_001261.jpg,China_MotorBike,1261,China_MotorBike:000012,2,0,1,0
train,train,China_MotorBike_001262.jpg,China_MotorBike,1262,China_MotorBike:000012,1,1,0,0
train,train,China_MotorBike_001263.jpg,China_MotorBike,1263,China_MotorBike:000012,0,2,0,0
train,train,China_MotorBike_001264.jpg,China_MotorBike,1264,China_MotorBike:000012,2,1,0,0
train,train,China_MotorBike_001265.jpg,China_MotorBike,1265,China_MotorBike:000012,2,0,0,0
train,train,China_MotorBike_001266.jpg,China_MotorBike,1266,China_MotorBike:000012,0,0,1,0
train,val,China_MotorBike_001267.jpg,China_MotorBike,1267,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001268.jpg,China_MotorBike,1268,China_MotorBike:000012,2,1,0,0
train,train,China_MotorBike_001269.jpg,China_MotorBike,1269,China_MotorBike:000012,1,1,0,0
train,train,China_MotorBike_001270.jpg,China_MotorBike,1270,China_MotorBike:000012,0,0,1,0
train,train,China_MotorBike_001271.jpg,China_MotorBike,1271,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001272.jpg,China_MotorBike,1272,China_MotorBike:000012,0,0,2,0
train,train,China_MotorBike_001273.jpg,China_MotorBike,1273,China_MotorBike:000012,0,1,0,0
train,train,China_MotorBike_001274.jpg,China_MotorBike,1274,China_MotorBike:000012,2,0,0,0
train,train,China_MotorBike_001275.jpg,China_MotorBike,1275,China_MotorBike:000012,2,2,0,0
train,train,China_MotorBike_001276.jpg,China_MotorBike,1276,China_MotorBike:000012,1,0,0,0
train,val,China_MotorBike_001277.jpg,China_MotorBike,1277,China_MotorBike:000012,2,2,0,0
train,train,China_MotorBike_001278.jpg,China_MotorBike,1278,China_MotorBike:000012,2,0,0,0
train,train,China_MotorBike_001279.jpg,China_MotorBike,1279,China_MotorBike:000012,3,2,0,0
train,train,China_MotorBike_001280.jpg,China_MotorBike,1280,China_MotorBike:000012,1,0,0,0
train,train,China_MotorBike_001281.jpg,China_MotorBike,1281,China_MotorBike:000012,2,0,0,0
train,train,China_MotorBike_001282.jpg,China_MotorBike,1282,China_MotorBike:000012,0,2,0,0
train,train,China_MotorBike_001283.jpg,China_MotorBike,1283,China_MotorBike:000012,0,1,0,0
train,train,China_MotorBike_001284.jpg,China_MotorBike,1284,China_MotorBike:000012,2,1,0,0
train,train,China_MotorBike_001285.jpg,China_MotorBike,1285,China_MotorBike:000012,0,0,1,0
train,train,China_MotorBike_001286.jpg,China_MotorBike,1286,China_MotorBike:000012,0,1,0,0
train,train,China_MotorBike_001287.jpg,China_MotorBike,1287,China_MotorBike:000012,6,3,0,0
